UserID,Age,Gender,Country,SubscriptionStatus,TotalWatchTime,Device,Rating_Status,Movie_Title,Genre_Name
SF_1018,65,M,USA,Free,473,Mobile,Rater,"Shaggy Dog, The",Comedy
SF_1019,28,M,France,Subscriber,346,Smart TV,Rater,Backbeat,Drama
SF_1019,28,M,France,Subscriber,346,Smart TV,Rater,Backbeat,Musical
SF_1019,28,M,France,Subscriber,346,Smart TV,Rater,"Gate of Heavenly Peace, The",Documentary
SF_102,57,M,France,Free,221,Tablet,Rater,Paradise Road,Drama
SF_102,57,M,France,Free,221,Tablet,Rater,Paradise Road,War
SF_102,57,M,France,Free,221,Tablet,Rater,Pink Floyd - The Wall,Drama
SF_102,57,M,France,Free,221,Tablet,Rater,Pink Floyd - The Wall,Musical
SF_102,57,M,France,Free,221,Tablet,Rater,Pink Floyd - The Wall,War
SF_1020,65,M,France,Subscriber,146,Mobile,Rater,Benny & Joon,Comedy
SF_1020,65,M,France,Subscriber,146,Mobile,Rater,Benny & Joon,Romance
SF_1020,65,M,France,Subscriber,146,Mobile,Rater,Jackie Chan's First Strike,Action
SF_1022,46,M,France,Free,47,Desktop,Rater,"Jerky Boys, The",Comedy
SF_1023,44,M,Italy,Subscriber,435,Desktop,Rater,Tombstone,Western
SF_1025,50,M,USA,Free,372,Desktop,Rater,Broadway Damage,Comedy
SF_1025,50,M,USA,Free,372,Desktop,Rater,Different for Girls,Comedy
SF_1025,50,M,USA,Free,372,Desktop,Rater,Indiana Jones and the Temple of Doom,Action
SF_1025,50,M,USA,Free,372,Desktop,Rater,Indiana Jones and the Temple of Doom,Adventure
SF_1026,62,F,France,Subscriber,317,Smart TV,Rater,Babe: Pig in the City,Children's
SF_1026,62,F,France,Subscriber,317,Smart TV,Rater,Babe: Pig in the City,Comedy
SF_1027,34,M,Canada,Subscriber,130,Smart TV,Rater,Passion in the Desert,Adventure
SF_1027,34,M,Canada,Subscriber,130,Smart TV,Rater,Passion in the Desert,Drama
SF_1027,34,M,Canada,Subscriber,130,Smart TV,Rater,St. Elmo's Fire,Drama
SF_1027,34,M,Canada,Subscriber,130,Smart TV,Rater,St. Elmo's Fire,Romance
SF_1028,46,F,Canada,Free,67,Smart TV,Rater,Who's Afraid of Virginia Woolf?,Drama
SF_103,48,M,France,Subscriber,500,Desktop,Rater,"Cool Dry Place, A",Drama
SF_103,48,M,France,Subscriber,500,Desktop,Rater,Naked,Drama
SF_103,48,M,France,Subscriber,500,Desktop,Rater,"Proprietor, The",Drama
SF_1030,47,M,USA,Free,237,Desktop,Rater,Human Traffic,Drama
SF_1033,43,M,France,Subscriber,102,Mobile,Rater,Jason's Lyric,Crime
SF_1033,43,M,France,Subscriber,102,Mobile,Rater,Jason's Lyric,Drama
SF_1035,29,M,USA,Subscriber,304,Mobile,Rater,Naked Gun 33 1/3: The Final Insult,Comedy
SF_1037,54,M,UK,Subscriber,458,Desktop,Rater,Once Upon a Time... When We Were Colored,Drama
SF_1038,13,F,Canada,Subscriber,419,Desktop,Rater,City of Industry,Crime
SF_1038,13,F,Canada,Subscriber,419,Desktop,Rater,City of Industry,Thriller
SF_1038,13,F,Canada,Subscriber,419,Desktop,Rater,F/X 2,Action
SF_1038,13,F,Canada,Subscriber,419,Desktop,Rater,F/X 2,Crime
SF_1038,13,F,Canada,Subscriber,419,Desktop,Rater,F/X 2,Thriller
SF_1038,13,F,Canada,Subscriber,419,Desktop,Rater,First Blood,Action
SF_1039,42,F,India,Free,281,Smart TV,Rater,Dog Day Afternoon,Comedy
SF_1039,42,F,India,Free,281,Smart TV,Rater,Dog Day Afternoon,Crime
SF_1039,42,F,India,Free,281,Smart TV,Rater,Dog Day Afternoon,Drama
SF_1039,42,F,India,Free,281,Smart TV,Rater,Poltergeist,Horror
SF_1039,42,F,India,Free,281,Smart TV,Rater,Poltergeist,Thriller
SF_1039,42,F,India,Free,281,Smart TV,Rater,Smashing Time,Comedy
SF_104,56,M,Italy,Free,224,Smart TV,Rater,Aiqing wansui,Drama
SF_104,56,M,Italy,Free,224,Smart TV,Rater,Bitter Sugar (Azucar Amargo),Drama
SF_104,56,M,Italy,Free,224,Smart TV,Rater,Let's Get Harry,Action
SF_104,56,M,Italy,Free,224,Smart TV,Rater,Let's Get Harry,Adventure
SF_104,56,M,Italy,Free,224,Smart TV,Rater,"Untouchables, The",Action
SF_104,56,M,Italy,Free,224,Smart TV,Rater,"Untouchables, The",Crime
SF_104,56,M,Italy,Free,224,Smart TV,Rater,"Untouchables, The",Drama
SF_1040,39,M,Canada,Subscriber,163,Smart TV,Rater,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),Comedy
SF_1040,39,M,Canada,Subscriber,163,Smart TV,Rater,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),Drama
SF_1041,51,M,France,Free,414,Tablet,Rater,Castle Freak,Horror
SF_1041,51,M,France,Free,414,Tablet,Rater,"Sum of Us, The",Comedy
SF_1041,51,M,France,Free,414,Tablet,Rater,"They Shoot Horses, Don't They?",Drama
SF_1042,40,M,Canada,Subscriber,88,Smart TV,Rater,Dragonheart,Action
SF_1042,40,M,Canada,Subscriber,88,Smart TV,Rater,Dragonheart,Adventure
SF_1042,40,M,Canada,Subscriber,88,Smart TV,Rater,Dragonheart,Fantasy
SF_1042,40,M,Canada,Subscriber,88,Smart TV,Rater,Land Before Time III: The Time of the Great Giving,Animation
SF_1042,40,M,Canada,Subscriber,88,Smart TV,Rater,Land Before Time III: The Time of the Great Giving,Children's
SF_1042,40,M,Canada,Subscriber,88,Smart TV,Rater,Naked,Drama
SF_1042,40,M,Canada,Subscriber,88,Smart TV,Rater,"Postman, The",Drama
SF_1042,40,M,Canada,Subscriber,88,Smart TV,Rater,"Saint, The",Action
SF_1042,40,M,Canada,Subscriber,88,Smart TV,Rater,"Saint, The",Romance
SF_1042,40,M,Canada,Subscriber,88,Smart TV,Rater,"Saint, The",Thriller
SF_1043,54,F,France,Subscriber,144,Tablet,Rater,Bats,Horror
SF_1043,54,F,France,Subscriber,144,Tablet,Rater,Bats,Thriller
SF_1043,54,F,France,Subscriber,144,Tablet,Rater,Shadow Conspiracy,Thriller
SF_1045,28,F,France,Subscriber,491,Desktop,Rater,"Replacements, The",Comedy
SF_1047,26,M,Italy,Free,461,Mobile,Rater,Mr. Smith Goes to Washington,Drama
SF_1047,26,M,Italy,Free,461,Mobile,Rater,South Pacific,Musical
SF_1047,26,M,Italy,Free,461,Mobile,Rater,South Pacific,Romance
SF_1047,26,M,Italy,Free,461,Mobile,Rater,South Pacific,War
SF_1048,45,M,Canada,Free,218,Tablet,Rater,Waterworld,Action
SF_1048,45,M,Canada,Free,218,Tablet,Rater,Waterworld,Adventure
SF_1049,48,M,Italy,Free,225,Smart TV,Rater,Robocop 3,Sci-Fi
SF_1049,48,M,Italy,Free,225,Smart TV,Rater,Robocop 3,Thriller
SF_105,32,M,Canada,Free,302,Mobile,Rater,Boys on the Side,Comedy
SF_105,32,M,Canada,Free,302,Mobile,Rater,Boys on the Side,Drama
SF_105,32,M,Canada,Free,302,Mobile,Rater,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The",Drama
SF_105,32,M,Canada,Free,302,Mobile,Rater,Pit and the Pendulum,Horror
SF_1050,56,M,Italy,Free,320,Tablet,Rater,Only You,Comedy
SF_1050,56,M,Italy,Free,320,Tablet,Rater,Only You,Romance
SF_1053,28,M,UK,Free,391,Desktop,Rater,Diva,Action
SF_1053,28,M,UK,Free,391,Desktop,Rater,Diva,Drama
SF_1053,28,M,UK,Free,391,Desktop,Rater,Diva,Mystery
SF_1053,28,M,UK,Free,391,Desktop,Rater,Diva,Romance
SF_1053,28,M,UK,Free,391,Desktop,Rater,Diva,Thriller
SF_1054,58,M,USA,Subscriber,99,Desktop,Rater,Down Periscope,Comedy
SF_1056,40,M,France,Free,243,Desktop,Rater,"Brother, Can You Spare a Dime?",Documentary
SF_1056,40,M,France,Free,243,Desktop,Rater,Christmas Vacation,Comedy
SF_1056,40,M,France,Free,243,Desktop,Rater,Citizen's Band (a.k.a. Handle with Care),Comedy
SF_1056,40,M,France,Free,243,Desktop,Rater,"This World, Then the Fireworks",Crime
SF_1056,40,M,France,Free,243,Desktop,Rater,"This World, Then the Fireworks",Drama
SF_1056,40,M,France,Free,243,Desktop,Rater,"This World, Then the Fireworks",Film-Noir
SF_1057,59,M,France,Subscriber,219,Desktop,Rater,"Fantastic Planet, The (La Planète sauvage)",Animation
SF_1057,59,M,France,Subscriber,219,Desktop,Rater,"Fantastic Planet, The (La Planète sauvage)",Sci-Fi
SF_1057,59,M,France,Subscriber,219,Desktop,Rater,Soul Man,Comedy
SF_1058,23,M,UK,Subscriber,115,Mobile,Rater,Rules of Engagement,Drama
SF_1058,23,M,UK,Subscriber,115,Mobile,Rater,Rules of Engagement,Thriller
SF_106,14,F,Canada,Free,301,Smart TV,Rater,"Cider House Rules, The",Drama
SF_106,14,F,Canada,Free,301,Smart TV,Rater,"Perfect World, A",Action
SF_106,14,F,Canada,Free,301,Smart TV,Rater,"Perfect World, A",Drama
SF_1061,31,M,Italy,Subscriber,148,Tablet,Rater,Condo Painting,Documentary
SF_1062,27,M,Canada,Subscriber,340,Mobile,Rater,Fall Time,Drama
SF_1062,27,M,Canada,Subscriber,340,Mobile,Rater,"Fantastic Night, The (La Nuit Fantastique)",Romance
SF_1062,27,M,Canada,Subscriber,340,Mobile,Rater,Planet of the Apes,Action
SF_1062,27,M,Canada,Subscriber,340,Mobile,Rater,Planet of the Apes,Sci-Fi
SF_1063,32,M,India,Subscriber,45,Desktop,Rater,Relative Fear,Horror
SF_1063,32,M,India,Subscriber,45,Desktop,Rater,Relative Fear,Thriller
SF_1063,32,M,India,Subscriber,45,Desktop,Rater,Shadow of Angels (Schatten der Engel),Drama
SF_1064,56,M,France,Free,493,Desktop,Rater,Willow,Action
SF_1064,56,M,France,Free,493,Desktop,Rater,Willow,Adventure
SF_1064,56,M,France,Free,493,Desktop,Rater,Willow,Fantasy
SF_1065,57,F,India,Free,171,Tablet,Rater,Things to Do in Denver when You're Dead,Crime
SF_1065,57,F,India,Free,171,Tablet,Rater,Things to Do in Denver when You're Dead,Drama
SF_1065,57,F,India,Free,171,Tablet,Rater,Things to Do in Denver when You're Dead,Romance
SF_1066,11,M,USA,Free,400,Tablet,Rater,I Married A Strange Person,Animation
SF_1066,11,M,USA,Free,400,Tablet,Rater,"Philadelphia Story, The",Comedy
SF_1066,11,M,USA,Free,400,Tablet,Rater,"Philadelphia Story, The",Romance
SF_1067,55,M,India,Subscriber,218,Mobile,Rater,Bliss,Drama
SF_1067,55,M,India,Subscriber,218,Mobile,Rater,Bliss,Romance
SF_1067,55,M,India,Subscriber,218,Mobile,Rater,Winnie the Pooh and the Blustery Day,Animation
SF_1067,55,M,India,Subscriber,218,Mobile,Rater,Winnie the Pooh and the Blustery Day,Children's
SF_1069,26,M,USA,Free,296,Desktop,Rater,Mortal Thoughts,Mystery
SF_1069,26,M,USA,Free,296,Desktop,Rater,Mortal Thoughts,Thriller
SF_107,53,M,Canada,Subscriber,293,Smart TV,Rater,Made in America,Comedy
SF_107,53,M,Canada,Subscriber,293,Smart TV,Rater,My Blue Heaven,Comedy
SF_107,53,M,Canada,Subscriber,293,Smart TV,Rater,Thomas and the Magic Railroad,Children's
SF_1070,30,F,India,Free,388,Tablet,Rater,Adventures in Babysitting,Adventure
SF_1070,30,F,India,Free,388,Tablet,Rater,Adventures in Babysitting,Comedy
SF_1070,30,F,India,Free,388,Tablet,Rater,Black Beauty,Adventure
SF_1070,30,F,India,Free,388,Tablet,Rater,Black Beauty,Children's
SF_1070,30,F,India,Free,388,Tablet,Rater,"Naked Gun: From the Files of Police Squad!, The",Comedy
SF_1070,30,F,India,Free,388,Tablet,Rater,What's Eating Gilbert Grape,Drama
SF_1071,56,M,Italy,Free,414,Smart TV,Rater,Angel on My Shoulder,Crime
SF_1071,56,M,Italy,Free,414,Smart TV,Rater,Angel on My Shoulder,Drama
SF_1071,56,M,Italy,Free,414,Smart TV,Rater,"Proposition, The",Drama
SF_1073,37,F,India,Subscriber,136,Desktop,Rater,"Beach, The",Adventure
SF_1073,37,F,India,Subscriber,136,Desktop,Rater,"Beach, The",Drama
SF_1073,37,F,India,Subscriber,136,Desktop,Rater,"King of Masks, The (Bian Lian)",Drama
SF_1074,30,M,France,Free,374,Smart TV,Rater,Black Sheep,Comedy
SF_1074,30,M,France,Free,374,Smart TV,Rater,Little Big Man,Comedy
SF_1074,30,M,France,Free,374,Smart TV,Rater,Little Big Man,Drama
SF_1074,30,M,France,Free,374,Smart TV,Rater,Little Big Man,Western
SF_1074,30,M,France,Free,374,Smart TV,Rater,Porky's,Comedy
SF_1074,30,M,France,Free,374,Smart TV,Rater,Running Free,Drama
SF_1075,44,F,Italy,Subscriber,41,Tablet,Rater,Voyage of the Damned,Drama
SF_1076,58,F,India,Subscriber,395,Smart TV,Rater,Mrs. Winterbourne,Comedy
SF_1076,58,F,India,Subscriber,395,Smart TV,Rater,Mrs. Winterbourne,Romance
SF_1078,44,F,USA,Free,145,Smart TV,Rater,Croupier,Crime
SF_1078,44,F,USA,Free,145,Smart TV,Rater,Croupier,Drama
SF_1079,57,M,UK,Free,138,Smart TV,Rater,"Secret Adventures of Tom Thumb, The",Adventure
SF_1079,57,M,UK,Free,138,Smart TV,Rater,"Secret Adventures of Tom Thumb, The",Children's
SF_108,36,M,Canada,Subscriber,418,Desktop,Rater,Fear and Loathing in Las Vegas,Comedy
SF_108,36,M,Canada,Subscriber,418,Desktop,Rater,Fear and Loathing in Las Vegas,Drama
SF_108,36,M,Canada,Subscriber,418,Desktop,Rater,Velvet Goldmine,Drama
SF_1080,46,M,USA,Free,434,Tablet,Rater,"Whole Wide World, The",Drama
SF_1082,41,M,USA,Free,31,Mobile,Rater,Help!,Comedy
SF_1082,41,M,USA,Free,31,Mobile,Rater,Help!,Musical
SF_1082,41,M,USA,Free,31,Mobile,Rater,Modulations,Documentary
SF_1082,41,M,USA,Free,31,Mobile,Rater,Mrs. Parker and the Vicious Circle,Drama
SF_1085,37,M,UK,Subscriber,114,Smart TV,Rater,Betrayed,Drama
SF_1085,37,M,UK,Subscriber,114,Smart TV,Rater,Betrayed,Thriller
SF_1085,37,M,UK,Subscriber,114,Smart TV,Rater,Gilda,Film-Noir
SF_1085,37,M,UK,Subscriber,114,Smart TV,Rater,"King of Masks, The (Bian Lian)",Drama
SF_1085,37,M,UK,Subscriber,114,Smart TV,Rater,Little Shop of Horrors,Comedy
SF_1085,37,M,UK,Subscriber,114,Smart TV,Rater,Little Shop of Horrors,Horror
SF_1085,37,M,UK,Subscriber,114,Smart TV,Rater,Little Shop of Horrors,Musical
SF_1086,11,M,France,Subscriber,321,Mobile,Rater,Hillbillys in a Haunted House,Comedy
SF_1086,11,M,France,Subscriber,321,Mobile,Rater,Queen Margot (La Reine Margot),Drama
SF_1086,11,M,France,Subscriber,321,Mobile,Rater,Queen Margot (La Reine Margot),Romance
SF_1086,11,M,France,Subscriber,321,Mobile,Rater,Reservoir Dogs,Crime
SF_1086,11,M,France,Subscriber,321,Mobile,Rater,Reservoir Dogs,Thriller
SF_1086,11,M,France,Subscriber,321,Mobile,Rater,Taxi Driver,Drama
SF_1086,11,M,France,Subscriber,321,Mobile,Rater,Taxi Driver,Thriller
SF_1088,23,F,France,Subscriber,420,Smart TV,Rater,American History X,Drama
SF_1088,23,F,France,Subscriber,420,Smart TV,Rater,Remember the Titans,Drama
SF_1088,23,F,France,Subscriber,420,Smart TV,Rater,"Taming of the Shrew, The",Comedy
SF_109,64,M,India,Free,323,Smart TV,Rater,Another Day in Paradise,Drama
SF_109,64,M,India,Free,323,Smart TV,Rater,Tashunga,Adventure
SF_109,64,M,India,Free,323,Smart TV,Rater,Tashunga,Western
SF_109,64,M,India,Free,323,Smart TV,Rater,William Shakespeare's Romeo and Juliet,Drama
SF_109,64,M,India,Free,323,Smart TV,Rater,William Shakespeare's Romeo and Juliet,Romance
SF_1090,42,M,Italy,Free,198,Smart TV,Rater,Aparajito,Drama
SF_1090,42,M,Italy,Free,198,Smart TV,Rater,Carnosaur 2,Horror
SF_1090,42,M,Italy,Free,198,Smart TV,Rater,Carnosaur 2,Sci-Fi
SF_1090,42,M,Italy,Free,198,Smart TV,Rater,Seven Beauties (Pasqualino Settebellezze),Comedy
SF_1090,42,M,Italy,Free,198,Smart TV,Rater,Seven Beauties (Pasqualino Settebellezze),Drama
SF_1091,14,M,UK,Subscriber,169,Tablet,Rater,"Ice Storm, The",Drama
SF_1091,14,M,UK,Subscriber,169,Tablet,Rater,Limelight,Drama
SF_1091,14,M,UK,Subscriber,169,Tablet,Rater,Out of Sight,Action
SF_1091,14,M,UK,Subscriber,169,Tablet,Rater,Out of Sight,Crime
SF_1091,14,M,UK,Subscriber,169,Tablet,Rater,Out of Sight,Romance
SF_1091,14,M,UK,Subscriber,169,Tablet,Rater,Superman II,Action
SF_1091,14,M,UK,Subscriber,169,Tablet,Rater,Superman II,Adventure
SF_1091,14,M,UK,Subscriber,169,Tablet,Rater,Superman II,Sci-Fi
SF_1093,59,M,France,Subscriber,152,Smart TV,Rater,Another Day in Paradise,Drama
SF_1094,57,F,France,Free,314,Tablet,Rater,Flesh and Bone,Drama
SF_1094,57,F,France,Free,314,Tablet,Rater,Flesh and Bone,Mystery
SF_1094,57,F,France,Free,314,Tablet,Rater,Flesh and Bone,Romance
SF_1095,58,F,USA,Subscriber,286,Smart TV,Rater,"Parent Trap, The",Children's
SF_1095,58,F,USA,Subscriber,286,Smart TV,Rater,"Parent Trap, The",Drama
SF_1095,58,F,USA,Subscriber,286,Smart TV,Rater,To Die For,Comedy
SF_1095,58,F,USA,Subscriber,286,Smart TV,Rater,To Die For,Drama
SF_1097,57,M,France,Free,240,Tablet,Rater,Lawnmower Man 2: Beyond Cyberspace,Sci-Fi
SF_1097,57,M,France,Free,240,Tablet,Rater,Lawnmower Man 2: Beyond Cyberspace,Thriller
SF_1097,57,M,France,Free,240,Tablet,Rater,Maverick,Action
SF_1097,57,M,France,Free,240,Tablet,Rater,Maverick,Comedy
SF_1097,57,M,France,Free,240,Tablet,Rater,Maverick,Western
SF_1098,39,M,Italy,Free,90,Tablet,Rater,"Mark of Zorro, The",Adventure
SF_1098,39,M,Italy,Free,90,Tablet,Rater,"South Park: Bigger, Longer and Uncut",Animation
SF_1098,39,M,Italy,Free,90,Tablet,Rater,"South Park: Bigger, Longer and Uncut",Comedy
SF_1098,39,M,Italy,Free,90,Tablet,Rater,Tex,Drama
SF_1099,49,M,UK,Subscriber,96,Smart TV,Rater,Blackmail,Thriller
SF_1099,49,M,UK,Subscriber,96,Smart TV,Rater,Nemesis 2: Nebula,Action
SF_1099,49,M,UK,Subscriber,96,Smart TV,Rater,Nemesis 2: Nebula,Sci-Fi
SF_1099,49,M,UK,Subscriber,96,Smart TV,Rater,Nemesis 2: Nebula,Thriller
SF_11,60,F,India,Free,145,Smart TV,Rater,"Perfect Storm, The",Action
SF_11,60,F,India,Free,145,Smart TV,Rater,"Perfect Storm, The",Adventure
SF_11,60,F,India,Free,145,Smart TV,Rater,"Perfect Storm, The",Thriller
SF_11,60,F,India,Free,145,Smart TV,Rater,Switchback,Thriller
SF_110,40,M,France,Free,296,Mobile,Rater,Cheetah,Adventure
SF_110,40,M,France,Free,296,Mobile,Rater,Cheetah,Children's
SF_110,40,M,France,Free,296,Mobile,Rater,Dog Day Afternoon,Comedy
SF_110,40,M,France,Free,296,Mobile,Rater,Dog Day Afternoon,Crime
SF_110,40,M,France,Free,296,Mobile,Rater,Dog Day Afternoon,Drama
SF_110,40,M,France,Free,296,Mobile,Rater,Gold Diggers: The Secret of Bear Mountain,Adventure
SF_110,40,M,France,Free,296,Mobile,Rater,Gold Diggers: The Secret of Bear Mountain,Children's
SF_110,40,M,France,Free,296,Mobile,Rater,Police Academy 3: Back in Training,Comedy
SF_110,40,M,France,Free,296,Mobile,Rater,Tora! Tora! Tora!,War
SF_1100,57,M,UK,Subscriber,131,Tablet,Rater,Escape from New York,Action
SF_1100,57,M,UK,Subscriber,131,Tablet,Rater,Escape from New York,Adventure
SF_1100,57,M,UK,Subscriber,131,Tablet,Rater,Escape from New York,Sci-Fi
SF_1100,57,M,UK,Subscriber,131,Tablet,Rater,Escape from New York,Thriller
SF_1101,38,M,UK,Free,79,Desktop,Rater,"Jungle Book, The",Animation
SF_1101,38,M,UK,Free,79,Desktop,Rater,"Jungle Book, The",Children's
SF_1101,38,M,UK,Free,79,Desktop,Rater,"Jungle Book, The",Comedy
SF_1101,38,M,UK,Free,79,Desktop,Rater,"Jungle Book, The",Musical
SF_1101,38,M,UK,Free,79,Desktop,Rater,"Nightmare on Elm Street, A",Horror
SF_1101,38,M,UK,Free,79,Desktop,Rater,Saving Grace,Comedy
SF_1101,38,M,UK,Free,79,Desktop,Rater,Shattered Image,Drama
SF_1101,38,M,UK,Free,79,Desktop,Rater,Shattered Image,Thriller
SF_1101,38,M,UK,Free,79,Desktop,Rater,Wild Wild West,Action
SF_1101,38,M,UK,Free,79,Desktop,Rater,Wild Wild West,Sci-Fi
SF_1101,38,M,UK,Free,79,Desktop,Rater,Wild Wild West,Western
SF_1102,43,M,Canada,Subscriber,379,Desktop,Rater,Absolute Power,Mystery
SF_1102,43,M,Canada,Subscriber,379,Desktop,Rater,Absolute Power,Thriller
SF_1102,43,M,Canada,Subscriber,379,Desktop,Rater,Angel and the Badman,Western
SF_1102,43,M,Canada,Subscriber,379,Desktop,Rater,Raise the Titanic,Drama
SF_1102,43,M,Canada,Subscriber,379,Desktop,Rater,Raise the Titanic,Thriller
SF_1103,59,F,USA,Free,105,Tablet,Rater,Bringing Up Baby,Comedy
SF_1104,29,M,France,Subscriber,146,Mobile,Rater,Bullets Over Broadway,Comedy
SF_1104,29,M,France,Subscriber,146,Mobile,Rater,Heidi Fleiss: Hollywood Madam,Documentary
SF_1105,22,M,Canada,Subscriber,116,Desktop,Rater,"James Dean Story, The",Documentary
SF_1105,22,M,Canada,Subscriber,116,Desktop,Rater,McHale's Navy,Comedy
SF_1105,22,M,Canada,Subscriber,116,Desktop,Rater,McHale's Navy,War
SF_1108,51,M,UK,Free,281,Desktop,Rater,"Awfully Big Adventure, An",Drama
SF_1108,51,M,UK,Free,281,Desktop,Rater,End of Days,Action
SF_1108,51,M,UK,Free,281,Desktop,Rater,End of Days,Thriller
SF_1108,51,M,UK,Free,281,Desktop,Rater,Passion of Mind,Romance
SF_1108,51,M,UK,Free,281,Desktop,Rater,Passion of Mind,Thriller
SF_1109,44,M,Canada,Free,425,Tablet,Rater,Amistad,Drama
SF_1109,44,M,Canada,Free,425,Tablet,Rater,"Substitute, The",Action
SF_1109,44,M,Canada,Free,425,Tablet,Rater,Teaching Mrs. Tingle,Comedy
SF_1109,44,M,Canada,Free,425,Tablet,Rater,Teaching Mrs. Tingle,Thriller
SF_111,20,M,Canada,Subscriber,453,Smart TV,Rater,Deadly Friend,Horror
